gene,p_value,fold_change
216787_at,0.026832121915545203,-0.47753215799136295
211472_at,0.026857199289544782,-0.47745585388133327
211846_s_at,0.026857643656702287,-0.4774545023291936
205088_at,0.026871607064242114,-0.4774120419841495
219841_at,0.02690704371923366,-0.47730436906674634
220073_s_at,0.026915355172635182,-0.4772791324411656
213379_at,0.02693536506242708,0.4772184021546838
213074_at,0.02696872472738402,0.4771172401017784
214888_at,0.026974493568606133,-0.47709975704590946
206733_at,0.02702892580542796,-0.4769349505120517
211084_x_at,0.02707473446957426,-0.47679647175774587
213898_at,0.027131008284544223,-0.4766266286058687
207444_at,0.027143946134297405,-0.4765876223746348
213276_at,0.027149882947372146,-0.47656972879294457
215737_x_at,0.02715632008523322,-0.4765503309766942
205833_s_at,0.027174020267235935,-0.47649701293133584
217363_x_at,0.027261264757319072,-0.476234636659223
214363_s_at,0.0272737226160191,0.4761972293707002
213610_s_at,0.027291738469702013,0.47614315865657914
220472_at,0.02730276058288883,0.47611009306183205
221615_at,0.027348989099791512,-0.47597153371295825
213892_s_at,0.027406268597692067,0.47580012658108833
206551_x_at,0.02742467016908614,0.47574512485851295
202701_at,0.0274290336462931,-0.47573208714730264
46665_at,0.027438528764370685,0.4757037225855568
213617_s_at,0.027490073384322956,-0.4755498893810546
210805_x_at,0.02751984893904701,-0.4754611365325712
208087_s_at,0.027541554270070566,0.4753964900750103
218196_at,0.027555252866759077,-0.47535571282476297
210013_at,0.027555632497237456,-0.4753545830055847
210769_at,0.027565645964930784,-0.4753247866593876
213303_x_at,0.02757340077569879,-0.47530171753238437
200055_at,0.027583333879371563,-0.47527217641305586
217928_s_at,0.02758519764061104,-0.4752666345781025
212243_at,0.02762247875754458,-0.4751558469200105
210757_x_at,0.027638609214211626,-0.47510795156324426
216142_at,0.02764590695696635,-0.4750862905187726
207074_s_at,0.027654883960788076,-0.47505965175921017
207339_s_at,0.027674947103712516,0.4750001419607425
222135_at,0.027716331470897262,-0.47487750604897394
202700_s_at,0.027719198543637864,-0.4748690156850184
221980_at,0.02772261622082904,-0.47485889576813467
215451_s_at,0.02774313041971812,-0.47479817436852945
217692_at,0.027760189973540385,-0.47474770756011214
205192_at,0.027762024901966043,-0.4747422809061965
218718_at,0.0277866161767779,-0.4746695834725969
217021_at,0.0278129198771794,-0.4745918839898071
221442_at,0.027830537390813884,-0.47453987774197337
205343_at,0.027846954237645716,-0.474491440900498
210190_at,0.027904296715882043,-0.4743224451170037
213099_at,0.027917955769295413,0.47428223346088105
216837_at,0.02792564277940669,-0.47425961056258015
210785_s_at,0.027925659039383946,-0.4742595627149966
208779_x_at,0.027975396502167044,0.4741133125252653
218740_s_at,0.027990472496235375,0.4740690258889546
217099_s_at,0.028039982769904766,-0.47392372838286045
206149_at,0.028056688927038807,-0.4738747499195886
201311_s_at,0.02807368060486458,0.4738249596913986
215668_s_at,0.028077454208818964,-0.47381390546886015
220797_at,0.02811309310098005,-0.47370956849784496
221030_s_at,0.02812093941777073,-0.4736866125362471
210618_at,0.028127242016392873,0.47366817695498764
201592_at,0.028165722110659142,0.47355569551625787
208542_x_at,0.028191386577185285,-0.47348074780027694
216768_x_at,0.028217593003190152,-0.47340427695995846
204878_s_at,0.0282907091446963,-0.4731912399717171
214820_at,0.02831335483363348,0.4731253521846378
205167_s_at,0.02831570448466829,0.47311851841222685
207840_at,0.028345301676897944,-0.4730324784005159
34726_at,0.028362404281917226,0.4729827952090452
204130_at,0.028366775577579537,-0.4729701006305429
215268_at,0.028383865568419046,-0.47292048586155344
201124_at,0.028409260723995196,-0.4728468066299064
205479_s_at,0.028433375262300106,0.47277689442103743
220320_at,0.028434811631801008,-0.4727727317209231
205846_at,0.028437774771209456,-0.47276414489587915
203006_at,0.028439488321401748,-0.47275917957692576
216083_s_at,0.028458049781897223,-0.47270541062827426
204533_at,0.028460515212225205,0.47269827098713757
201804_x_at,0.028493209164880483,0.4726036419844557
202821_s_at,0.028511953656738986,-0.4725494295569949
216731_s_at,0.02852972817633182,-0.47249805030206626
214942_at,0.028553428719886184,-0.47242958330836227
210395_x_at,0.028564904811696913,-0.4723964480266149
218111_s_at,0.02857603806772616,0.4723643133831672
200660_at,0.028614906653270007,0.47225220739649365
210722_at,0.028617935877732543,-0.47224347582334736
212988_x_at,0.02865232274209444,0.4721444123323566
202252_at,0.028659964821708322,0.4721224102825312
209515_s_at,0.028673660597645496,-0.4720829916526455
200893_at,0.02868996316648732,0.47203609100676547
218673_s_at,0.0286941254145309,-0.47202412030154517
217080_s_at,0.02874039195117992,-0.4718911556311984
204265_s_at,0.028799582433472696,-0.4717213126668645
208036_at,0.028811589076411254,-0.47168689645263095
219775_s_at,0.028822986079777724,0.4716542389443008
214194_at,0.02882402713376917,-0.47165125640353905
216316_x_at,0.028831729664646748,-0.47162919206574316
220850_at,0.028849418717020677,-0.4715785396268321
201872_s_at,0.028875984685789197,0.47150251752441397
210654_at,0.028881021881470195,-0.4714881095785608
218173_s_at,0.02892330677947057,-0.4713672453152983
202148_s_at,0.028928226837393586,0.4713531918608087
203887_s_at,0.028934345980272537,-0.4713357162073688
217251_x_at,0.028979354453812535,-0.4712072724665718
215566_x_at,0.028987047074225933,0.4711853363879934
209346_s_at,0.028994762224510133,-0.4711633410054583
205463_s_at,0.029033434150002337,0.47105316439221173
203445_s_at,0.02904021587440175,-0.4710338559918022
216277_at,0.0290402309641384,-0.4710338130337222
211735_x_at,0.029053729539649215,-0.470995392291245
213972_at,0.029053760241457664,-0.4709953049224608
220737_at,0.029068764490862133,-0.4709526163475166
201786_s_at,0.029076689117560603,0.4709300775146944
205504_at,0.029092142542843674,-0.47088614057250333
205043_at,0.02910694611085841,-0.47084406978811555
206439_at,0.029108963955873743,-0.4708383366033567
215611_at,0.029112287583062127,-0.470828894108419
207758_at,0.029125075841283883,-0.47079257089133975
217755_at,0.029139217202808976,0.47075242006732215
215528_at,0.029172286769613986,-0.4706585916235042
203720_s_at,0.0291877757388458,-0.4706146755997325
202589_at,0.029213620426516703,0.4705414417316352
211317_s_at,0.029213783761375733,-0.470540979077811
209095_at,0.02921859466545458,-0.47052735294140025
212526_at,0.029225779690011864,-0.4705070060080156
215184_at,0.029278134877090113,-0.47035887128648435
210313_at,0.02941018178850479,-0.4699862469871363
215127_s_at,0.029414546267360762,-0.46997395497547556
214579_at,0.029420053165991188,-0.46995844767886297
219892_at,0.029480651885555417,-0.46978796485929286
212496_s_at,0.029507129561548988,0.4697135679279208
205437_at,0.029531377477729524,-0.4696454856192026
202857_at,0.02953781201565363,0.46962742691358617
209329_x_at,0.029539233856237915,-0.46962343692754677
212040_at,0.029543607388767025,-0.4696111648850486
214064_at,0.029562086999826803,-0.46955932840802234
220314_at,0.029627886529944806,-0.4693749784893491
210389_x_at,0.029646831814559207,-0.4693219637744515
207568_at,0.02965366273827182,-0.4693028557726988
201645_at,0.029671082928013508,0.4692541434567321
220120_s_at,0.029671989873564314,-0.46925160801389076
215283_at,0.029687157058032734,-0.46920921656464176
215373_x_at,0.029699770768497943,0.46917397586197973
218389_s_at,0.02971073245571113,0.46914336091194686
206641_at,0.02971848350887786,0.4691217187134044
218143_s_at,0.0297242766018713,-0.4691055465695586
202690_s_at,0.02972820216258128,0.46909458938836845
211382_s_at,0.029741967134919924,-0.4690561777001432
219071_x_at,0.029756725299398684,-0.469015011141176
215239_x_at,0.02977164958519067,-0.46897339872900834
216973_s_at,0.02980229719778928,-0.46888800118037754
217546_at,0.029824495495548234,-0.4688261933781267
206247_at,0.029868824695353534,0.46870288155660783
213926_s_at,0.029894080062835962,-0.46863269703641885
208722_s_at,0.029896986149785053,0.46862462424913687
202813_at,0.029905024340437895,0.46860229849644663
201156_s_at,0.029927481308850933,-0.46853995200054765
203151_at,0.029955493521316164,-0.46846223800410725
208066_s_at,0.029983237776457557,0.4683853278405411
204656_at,0.029990467477194895,-0.46836529617173195
204882_at,0.02999467036131088,-0.46835365291820674
203201_at,0.03003523418382476,-0.46824134964788977
203504_s_at,0.03004344256254325,-0.46821863985478895
201240_s_at,0.030071552574653094,0.46814090866105107
209272_at,0.030120589003752547,-0.46800545737602395
220325_at,0.030122871139239643,-0.4679991580614319
205420_at,0.03013034235903722,0.46797853828000585
215872_at,0.03018672447851838,-0.4678230685447692
214805_at,0.030188393387601636,-0.46781847038028324
219748_at,0.030229299257644487,-0.46770583387046927
202240_at,0.030255445380809622,-0.4676339064704739
211452_x_at,0.030257125471730793,0.4676292863714724
206110_at,0.030265671225457643,0.4676057896669532
216247_at,0.030273282939354516,-0.4675848658347831
220511_s_at,0.030285719129357177,-0.46755068955389345
206323_x_at,0.030296704045453166,-0.4675205114109618
208548_at,0.030341779196558984,-0.46739677596721513
213562_s_at,0.030350320716501372,-0.4673733461875208
203177_x_at,0.030388780164382147,0.46726791902585973
208666_s_at,0.03042393550004612,-0.46717164770018604
220388_at,0.03042780594795325,0.46716105438566313
216881_x_at,0.030452626898009066,-0.4670931470999504
220074_at,0.030464864995481587,-0.46705968224561806
205648_at,0.0304725136234999,-0.4670387729694121
200779_at,0.030477744540618166,-0.46702447560847704
222217_s_at,0.03048737274403497,-0.4669981648112692
202437_s_at,0.030491841650608618,0.4669859551018152
204710_s_at,0.030546283444350123,-0.4668373331834958
200060_s_at,0.03056267888872683,0.4667926186504596
210221_at,0.030576300353321706,-0.4667554848465715
220684_at,0.030598290598961155,-0.4666955661378677
221754_s_at,0.03061802329090577,-0.4666418296863507
203689_s_at,0.030634785662195265,0.46659620500731175
212934_at,0.030646748915221334,0.46656365568610897
216957_at,0.03066373491186921,-0.4665174590109181
201523_x_at,0.03068091119754866,-0.46647076674634924
210360_s_at,0.030713437606130805,-0.4663824068442119
210919_at,0.03072562606588628,-0.46634931649900846
221196_x_at,0.030728288769330606,0.4663420890213205
219838_at,0.030751804597700064,-0.46627828202512767
211112_at,0.03076595223968697,-0.4662399141444352
213173_at,0.030766457331454392,-0.4662385446293316
221593_s_at,0.030771224265469084,0.4662256204104208
213739_at,0.03077235927362268,-0.46622254339956026
218114_at,0.030773215277147582,-0.46622022283446823
219167_at,0.0308022465820531,-0.4661415532215035
212196_at,0.03080442575702097,-0.4661356505721138
215827_x_at,0.030807659359939264,-0.4661268924820813
207219_at,0.030811539247429885,-0.46611638497775226
217348_x_at,0.03082486900441371,-0.466080293851468
212185_x_at,0.030839537971524958,-0.46604059193649183
217644_s_at,0.030868346968307123,-0.46596266600287617
216628_at,0.03087137142819118,-0.465954488647757
206527_at,0.030879752455390496,-0.46593183205213873
213688_at,0.030910176114411648,-0.46584963071534297
205126_at,0.0309357608099617,-0.46578055649576755
202863_at,0.030942376499365345,-0.4657627031232532
207148_x_at,0.030957218575053166,-0.46572266138883955
221034_s_at,0.03097111474184077,-0.4656851862425241
212599_at,0.030973043164146025,0.4656799867982304
200020_at,0.03097570664512742,0.4656728059251932
205007_s_at,0.0310560881933119,-0.46545633786637186
218811_at,0.031062641868905203,-0.4654387096009799
222050_at,0.031080030860725995,-0.4653919513775733
209448_at,0.0310824436299206,0.46538546529076397
210887_s_at,0.03108318671447657,-0.4653834677914837
206350_at,0.031090161656393948,-0.46536472028316933
203131_at,0.03111580209380776,-0.4652958334126144
212152_x_at,0.031132581587456163,-0.4652507786849976
204551_s_at,0.03115389404406425,-0.4651935819624581
221592_at,0.031165774290779432,-0.4651617129868656
203254_s_at,0.031212878104670758,-0.4650354568303371
221124_s_at,0.0312261749613696,-0.46499984525010896
217041_at,0.031231787294636534,-0.4649848181596931
203766_s_at,0.03123792947503364,-0.4649683750046044
219395_at,0.03126353577815201,0.4648998540256608
205433_at,0.03130110902126251,-0.46479939575916823
208437_at,0.03130563063336365,-0.46478731333293394
216256_at,0.0313112960970736,-0.4647721764385834
211515_s_at,0.03131586947270276,-0.46475995905060424
209931_s_at,0.03132142448503469,0.46474512132447293
215792_s_at,0.03133730687460421,-0.46470271086563586
208919_s_at,0.03134257841042531,-0.46468863838115415
219680_at,0.03138431560042513,-0.4645772903414169
205906_at,0.03138475811918059,-0.4645761104417909
207774_at,0.03140644689076876,-0.4645182982575555
203083_at,0.031435143555682894,0.4644418579525793
201959_s_at,0.03146500009861271,-0.4643623904077014
204361_s_at,0.03146644619449012,-0.4643585430255149
209890_at,0.031494616773896734,0.4642836240334768
216598_s_at,0.03150865373240274,-0.4642463141407888
205386_s_at,0.031514001783605375,-0.46423210283438887
218704_at,0.031585176768150924,0.46404316362232917
208518_s_at,0.03164079875006406,-0.4638957604376365
203615_x_at,0.031646702329302556,-0.46388012824176517
209042_s_at,0.03166536370544781,-0.4638307305861039
216371_at,0.03166949437090458,-0.46381979980868127
210951_x_at,0.03168748225251213,0.4637722133528327
208914_at,0.03169730654424943,-0.4637462330575863
211480_s_at,0.03170996706729304,-0.4637127623589897
209223_at,0.031727090262197874,-0.46366751156559527
218034_at,0.03177594450306887,-0.4635385193219247
213574_s_at,0.03178743260094382,0.4635082109863344
221130_s_at,0.031860462597927554,-0.46331575584345375
210113_s_at,0.031872663299574236,-0.46328363968340647
216120_s_at,0.03189204286194236,-0.4632326477289227
203813_s_at,0.03193720957157531,-0.4631139051991485
210782_x_at,0.03194848128119961,-0.4630842941040517
203950_s_at,0.03196439920544967,-0.463042492248677
203107_x_at,0.0319863189240428,0.46298495782782095
44654_at,0.03203148122944099,-0.46286652130061556
213263_s_at,0.032032603584215356,-0.4628635797557778
206268_at,0.032035782732062576,-0.4628552480965737
212260_at,0.03203664352874581,-0.4628529923084389
219232_s_at,0.03205419898902596,-0.4628069979142375
208705_s_at,0.03207529232852364,-0.4627517624926978
218000_s_at,0.03208635595105685,-0.462722803301131
210610_at,0.03209413913006301,-0.4627024357529569
202194_at,0.03209676275522054,-0.4626955710103694
215724_at,0.032122822599598366,-0.46262741078454583
202426_s_at,0.032130516857592537,-0.4626072951435737
217955_at,0.03216170142044953,-0.462525808630401
207796_x_at,0.03220209506218956,-0.46242035720842306
209367_at,0.032212908428484864,-0.4623921467808823
210826_x_at,0.03222679827598328,-0.46235592197130504
218255_s_at,0.03223320358537483,-0.46233922131013117
201289_at,0.032278054346191395,-0.46222235940533296
202916_s_at,0.03231388952032876,-0.46212908641573364
215870_s_at,0.03236799497205503,-0.4619884236947823
212909_at,0.03237472656193704,-0.46197093682556833
208064_s_at,0.03240208526418482,-0.46189989770218925
214226_at,0.032402213522741384,-0.4618995647871392
222341_x_at,0.03240348640102848,-0.46189626089348595
212336_at,0.03243739724435993,-0.4618082817953386
209547_s_at,0.032459705478904165,-0.4617504469632865
214727_at,0.03246594494201685,-0.4617342769335925
206867_at,0.03248341712641959,-0.4616890103818101
221093_at,0.03249803341257439,-0.4616511585585605
200832_s_at,0.032520690087432864,-0.4615925128185272
218456_at,0.03252425053231801,-0.46158329989882513
215044_s_at,0.03254646315004559,-0.4615258422219755
215040_at,0.032568275078707846,-0.4614694530996095
217827_s_at,0.03257123823066209,-0.4614617950844173
201958_s_at,0.032583917556129674,-0.46142903305844196
220359_s_at,0.032587488497119364,-0.4614198080625541
206485_at,0.03259398645555628,-0.4614030237325495
220383_at,0.03262980714057909,-0.4613105488178686
213665_at,0.03263235415663455,0.4613039766762968
207532_at,0.032642731628508594,-0.4612772038345522
217817_at,0.032674082452852096,-0.46119636528953944
211259_s_at,0.032679294232060556,-0.4611829329666516
202258_s_at,0.032682455169584526,0.4611747871573444
213177_at,0.03270698443729688,-0.4611115971743236
219812_at,0.03271198692203525,-0.46109871513819256
208770_s_at,0.03271709426026532,-0.4610855647998502
200663_at,0.03271976534402594,-0.46107868799974605
211689_s_at,0.03273029143578752,-0.4610515927970927
212954_at,0.03278014545429376,-0.46092336306230564
217060_at,0.03279374200796225,-0.4608884197687839
208175_s_at,0.03282775097990712,-0.4608010696452688
207669_at,0.03284155981153177,-0.46076562415832567
219725_at,0.03285074877824613,-0.4607420442106102
212962_at,0.03287328042916409,0.4606842488578953
207156_at,0.032878035421060166,0.46067205620764023
209423_s_at,0.032881338722599136,-0.4606635868239256
209320_at,0.03288823881799571,-0.4606458978745941
202195_s_at,0.03290266430124475,-0.46060892706586803
206981_at,0.03292285016348697,-0.4605572159551697
203165_s_at,0.032924964162630986,0.46055180196212786
221271_at,0.03297234569714614,-0.4604305335348421
220953_s_at,0.03297931289581398,-0.46041271402361006
208671_at,0.03300825145253225,-0.46033873377532475
218085_at,0.03303908333184013,0.4602599732856565
207365_x_at,0.033043779456506335,0.4602479823880695
218986_s_at,0.033091206841769055,0.4601269634024774
221511_x_at,0.03319316325072165,-0.4598672971366404
219825_at,0.033193238500982804,-0.45986710573424605
201809_s_at,0.033204489258329854,-0.4598384930332753
200035_at,0.03321148498288283,-0.45982070575422035
217330_at,0.03329071422263027,-0.45961947748976634
49111_at,0.03332789561223896,-0.45952518203586373
219476_at,0.033337215680253274,-0.45950155933418496
220007_at,0.03334867881642564,-0.4594725124069432
218267_at,0.03339537434440908,-0.45935427524354316
215518_at,0.03344447349205484,-0.4592301016147966
206797_at,0.03345991673588508,-0.4591910767184349
202035_s_at,0.033494672689431744,-0.45910330414571715
207239_s_at,0.03350290661337612,-0.4590825214310181
213336_at,0.033525069690031634,-0.45902660235254206
205693_at,0.03352999055715641,-0.4590141908543783
206295_at,0.033535051155505424,0.45900142851936815
210622_x_at,0.03355710697560223,-0.45894582477655343
205204_at,0.033563865960707887,-0.4589287912074156
37201_at,0.0336486696032523,-0.4587153188764207
215214_at,0.03371169913135726,0.45855695005318436
203808_at,0.03372261020937814,-0.4585295599875975
205781_at,0.033722860303704257,0.458528932263373
220580_at,0.03374066087032076,-0.45848426377141627
207087_x_at,0.03375844471661599,-0.45843965699420186
220350_at,0.03376222594279604,-0.4584301751829788
205571_at,0.03377209826007278,-0.4584054235407956
205634_x_at,0.03383810088287998,-0.4582400992259543
218564_at,0.033846308930778335,0.45821955852426455
206460_at,0.03385260874881619,-0.45820379601894007
216050_at,0.03388530584839097,-0.4581220255455835
214506_at,0.03389101959913758,-0.4581077431242109
208571_at,0.03392082530652607,-0.4580332718183729
204218_at,0.03393688759280041,-0.45799316203265206
213753_x_at,0.03396760631333288,-0.4579164974366099
201548_s_at,0.033971432989149,0.45790695129341286
215762_at,0.034003136589981324,-0.45782789721643147
211546_x_at,0.03406232186388383,-0.4576804820158382
213832_at,0.03410886722882435,-0.457564700512817
221187_s_at,0.034128178232924807,-0.45751670334840533
200903_s_at,0.03412984062329931,0.4575125725717707
219998_at,0.034139481413371656,-0.4574886200651408
215099_s_at,0.0341499200336494,-0.45746269175274945
213362_at,0.03420474003874301,-0.4573266343605067
212555_at,0.03424753287662723,0.45722055423610564
220766_at,0.03425999502346786,-0.45718968245518865
204744_s_at,0.03427014553507696,0.45716454412216034
206467_x_at,0.034297671769119326,-0.4570964052329161
203715_at,0.03430162956395741,0.4570866118166298
215929_at,0.03432027158770733,-0.45704049556884613
209795_at,0.03435860114071341,0.45694574272172445
214993_at,0.03437449192823984,-0.45690648579182336
216522_at,0.03438907148845395,-0.45687048153667864
216955_at,0.034412810542720086,-0.45681188528548666
221735_at,0.03442259077345959,-0.456787754134673
218758_s_at,0.034447248500289816,-0.4567269406712943
211623_s_at,0.03446316613850011,0.4566877023227983
217023_x_at,0.03446500054291102,0.4566831813351316
212580_at,0.03447175803355305,-0.4566665288798052
210398_x_at,0.034515305758085014,-0.4565592800497895
204090_at,0.03455783073675314,0.4564546595168063
201381_x_at,0.03456033100725384,0.4564485116792847
203506_s_at,0.03460351968586968,-0.4563423752152038
212294_at,0.034615259505127415,-0.45631354373928146
209446_s_at,0.034617960183538694,0.4563069123832383
206348_s_at,0.03461807322917632,0.4563066348158258
200789_at,0.03462289590248544,-0.4562947941385171
213701_at,0.03466874656438059,0.4561822901619442
211818_s_at,0.03469603056622092,-0.4561154024946359
204903_x_at,0.03473968501886725,0.45600847380443876
203698_s_at,0.034744348295816525,0.45599705807927754
204428_s_at,0.03488285194905831,-0.455658584834436
203503_s_at,0.03490335209813067,-0.45560858264456516
221419_s_at,0.03491222677955226,0.4555869439266085
205185_at,0.03492517536226769,-0.4555553802789132
219107_at,0.03498963712818189,-0.4553983932168174
221279_at,0.03499109716759877,-0.45539484031669253
201569_s_at,0.03499255333708808,-0.45539129695754577
212567_s_at,0.03499361285201674,-0.4553887188725043
204760_s_at,0.03501064667647886,-0.45534727997264546
213004_at,0.035013586476733596,-0.4553401299074903
205354_at,0.0350135903441622,-0.45534012050161604
200824_at,0.03502180219152908,-0.45532015064123565
216199_s_at,0.035033524195799866,0.45529165145726064
216702_x_at,0.03506110717538003,-0.4552246217174797
215678_at,0.03507306515638941,-0.45519557621549755
203697_at,0.03509601061784506,0.45513986576131715
212076_at,0.03512264267399775,-0.4550752427068248
210904_s_at,0.0351231440665814,-0.4550740264647265
218001_at,0.03513012907290547,-0.4550570842517745
40148_at,0.035134719815900974,-0.4550459508896475
216229_x_at,0.03514472803869514,0.4550216834088128
210909_x_at,0.03520791606711254,-0.45486860156011516
209152_s_at,0.03521114557406919,0.4548607838142565
201347_x_at,0.0352243320344792,-0.4548288692646433
204103_at,0.03523350965692977,-0.45480666302005146
41512_at,0.03524392497205641,-0.4547814679166696
214917_at,0.03525341940402664,-0.4547585059062965
213314_at,0.035265552328338105,-0.4547291703202523
203668_at,0.03527001289565883,-0.4547183874658147
208341_x_at,0.03527201960256093,-0.45471353687970595
207782_s_at,0.035289224748851246,-0.4546719583104599
215799_at,0.035297537671192245,-0.454651875093001
208072_s_at,0.03531124396830108,0.45461877065670286
208041_at,0.035324675506333815,-0.4545863402832494
221288_at,0.03536725349880411,-0.4544836042102735
210393_at,0.0353838275383899,-0.4544436408745929
202454_s_at,0.03539946034880336,0.4544059614032626
218483_s_at,0.035404338311747496,-0.45439420699423755
214690_at,0.03541803939029434,-0.4543611988136289
202972_s_at,0.03547891499845282,-0.4542146685779863
210315_at,0.03547929203159883,-0.45421376169940364
217976_s_at,0.03548389245264217,0.45420269694770155
221276_s_at,0.03551624711609049,-0.45412491271608474
209593_s_at,0.03552635505178103,0.4541006242779725
218842_at,0.035544805761479316,0.45405630384781437
212610_at,0.035548858642571915,-0.45404657100831936
201185_at,0.035549645504975524,-0.45404468149600397
221990_at,0.03556197436913446,-0.4540150804612896
200003_s_at,0.03556924304633822,0.4539976327304545
220972_s_at,0.035591726649133265,-0.453943681998596
215781_s_at,0.035594437467256476,-0.453937179159312
214992_s_at,0.035594743105458924,-0.4539364460058982
218940_at,0.03561420688518745,0.45388976788144264
204047_s_at,0.03567535259661723,-0.4537432668420156
212594_at,0.03579038096969098,0.453468235588394
40446_at,0.0357951153346161,-0.4534569316579966
78330_at,0.03580222422522229,-0.4534399605808565
221810_at,0.03580926613889066,0.4534231521800983
204868_at,0.03582293930831658,0.4533905234853096
AFFX-r2-P1-cre-3_at,0.035826859015532425,0.45338117169379283
203497_at,0.035839666606694805,0.4533506208121223
32029_at,0.03584164994841597,-0.4533458906199752
217944_at,0.03584195026067983,-0.45334517440612326
209655_s_at,0.03584289495536927,-0.4533429214392509
213092_x_at,0.03584736839241857,0.4533322535825123
219258_at,0.03589084825624945,0.45322862468570957
220533_at,0.03589254410503125,-0.45322458496968987
211104_s_at,0.035897226263156556,-0.4532134323349483
207168_s_at,0.035914696096893475,0.4531718309314703
219863_at,0.03592470589057013,-0.4531480019653299
216267_s_at,0.035925297166280644,-0.45314659456887907
222144_at,0.03595529675598653,-0.4530752128579888
216138_at,0.035959839763053156,-0.45306440747107535
220811_at,0.03599001291745714,-0.4529926706467663
221891_x_at,0.03600421739809612,0.45295891685507333
212092_at,0.03601686861584042,0.45292886343351335
204332_s_at,0.0360302787143047,0.45289701691156736
210737_at,0.0360554058533788,-0.452837371277451
205958_x_at,0.03606250354975176,-0.45282052939943007
206628_at,0.03608892464535887,-0.45275786007839774
207096_at,0.03609285959799843,-0.45274852988327835
209266_s_at,0.03615928847475234,-0.45259114827343605
211263_s_at,0.03616122355422462,-0.4525865673613274
215123_at,0.03616391646668024,0.4525801927732633
212681_at,0.03620575926670409,-0.45248119466853143
211643_x_at,0.03628076152026677,0.4523039822754611
220882_at,0.036281829685204096,-0.4523014606724989
207743_at,0.03629760760651249,-0.4522642211758266
200751_s_at,0.03630534460393007,0.45224596504580306
203589_s_at,0.036332380789478896,-0.45218219633201256
216728_at,0.03636325810445636,-0.4521094163235679
216803_at,0.03642110161600494,-0.4519732141676817
203640_at,0.03644101978680595,-0.4519263554230628
206132_at,0.036451872665525534,-0.4519008323656612
213501_at,0.036472154863147706,-0.45185315112209223
216721_at,0.03648150616496833,-0.45183117469988976
206597_at,0.03651757838014259,-0.4517464458004049
216175_at,0.036520095008957094,-0.45174053718326235
206836_at,0.036522864655556965,-0.4517340349170844
221002_s_at,0.03652412318098626,-0.4517310804283222
200065_s_at,0.03653177024172515,0.4517131301746641
221473_x_at,0.03657154284196473,-0.4516198210128411
221403_s_at,0.0365838927284712,-0.4515908646332726
215331_at,0.03663466754979679,-0.45147190041264196
211254_x_at,0.03666603865402506,-0.45139846757056173
213635_s_at,0.03668935593522304,-0.4513439209969021
222350_at,0.03669397263504017,-0.4513331244997965
220098_at,0.036697760881442956,-0.4513242662515402
202390_s_at,0.03671276939262746,0.45128917860712947
208847_s_at,0.03671770831405228,-0.45127763477474736
201668_x_at,0.03672051708414774,-0.4512710703638261
216977_x_at,0.03672814349184894,0.45125324871138617
213415_at,0.036729241509021876,-0.45125068308192584
222004_s_at,0.03680841984359828,-0.45106584369359903
202126_at,0.03682684367770133,0.45102288151938397
218695_at,0.03683421274546303,0.4510057027689396
215210_s_at,0.036834498209543834,-0.4510050373536951
213592_at,0.03684982616269141,-0.4509693143086687
217126_at,0.03686576462865222,-0.4509321815911622
221804_s_at,0.03692667697350867,-0.4507903943521565
218170_at,0.03696282961775969,-0.4507063333761546
205802_at,0.036977321708337584,-0.45067265613237584
215366_at,0.03702001100170715,-0.4505735173087767
213198_at,0.03703361802172913,-0.4505419373460703
212944_at,0.03704125326173525,-0.45052422128662684
211562_s_at,0.03704809861086826,-0.4505083406079561
202807_s_at,0.037050868543269035,-0.45050191527702077
220950_s_at,0.03706539616814723,-0.4504682225476172
200710_at,0.037088495729186606,-0.450414672358476
200961_at,0.037111542157069334,0.4503612731266966
218093_s_at,0.03711650995590468,0.4503497662273068
215343_at,0.03716090313979055,-0.4502469955366474
210218_s_at,0.0371636960479794,-0.4502405333571223
221226_s_at,0.037188898537616165,-0.4501822386551333
205821_at,0.037196805480051665,-0.4501639562820005
43934_at,0.03721627562044736,-0.4501189514148046
207111_at,0.03722050010816327,-0.4501091891887405
206623_at,0.037253121302410264,-0.450033837146781
208096_s_at,0.03725722128536835,0.4500243704549836
203880_at,0.03728135344793134,0.4499686679259679
210479_s_at,0.03729941025060584,-0.449927008420991
204149_s_at,0.037409158521469574,-0.4496741661671012
209510_at,0.03749419830484163,0.44947867421509746
214463_x_at,0.03749609207812894,0.44947432497284556
200873_s_at,0.03749727560171449,0.44947160698420985
207693_at,0.03751030296686018,-0.44944169408249823
202994_s_at,0.03751088650426948,-0.44944035439097896
211073_x_at,0.037582613077768355,0.44927581621853363
204863_s_at,0.03758807218169704,-0.4492633039794318
218126_at,0.03758965764195974,-0.44925967039690795
203896_s_at,0.03760123583994717,0.4492331391839008
202879_s_at,0.037647912658474864,-0.4491262493520042
206973_at,0.03766855954178797,-0.4490790033437188
202011_at,0.03768114033001948,-0.44905022548851176
215501_s_at,0.03770596207797582,-0.44899347065163275
218157_x_at,0.03771059695887532,0.44898287647176516
208300_at,0.037720842027885094,-0.44895946266261805
200997_at,0.037734199828827565,0.4489289430761519
208824_x_at,0.03775432521674795,-0.4488829781062593
210890_x_at,0.037780533691535924,-0.4488231504681647
201837_s_at,0.03779079808143901,0.44879972878494795
