symbol,gene,p_value,log2FC,p_adj,significant
NXPE3,217540_at,0.45175827809177105,0.1711437953018793,0.7047416487481751,False
NXPE4,220645_at,0.14639618391999404,-0.17531691663946702,0.40992035263750026,False
NXPH3,221991_at,0.0949881055806399,-0.2789280934588181,0.32553367527736066,False
NXPH4,221967_at,0.10422627900475366,-0.18751090207624443,0.341540319862195,False
NXT1,218708_at,0.9922603307901433,-0.0013193518912846258,0.9970309002212884,False
NXT2,209629_s_at,0.07040012921366334,-0.22547769067528023,0.27777214171407566,False
NYNRIN,220911_s_at,0.04495753198856899,-0.2050197728165859,0.21830217592095943,False
NYX,221684_s_at,0.4465028120543093,-0.10335218546228653,0.7006426266848672,False
OARD1,213322_at,0.8359414582154158,-0.03627228515365122,0.9280049205949352,False
OAS1,205552_s_at,0.4625831628571885,-0.10972963455594176,0.712450968893194,False
OAS2,204972_at,0.21312527490309768,-0.15198861351442794,0.4914245625961313,False
OAS3,218400_at,0.5874321664062654,0.09494039604685867,0.7971348251647775,False
OASL,210797_s_at,0.05188585573862619,-0.360131968238381,0.23609812608205175,False
OAT,201599_at,0.003539243914586849,0.450509753853213,0.04688761721090295,True
OAZ1,215952_s_at,0.5986354336553252,-0.11671562986052386,0.8040224712290351,False
OAZ2,201364_s_at,0.3940891433892335,0.17883445279057497,0.6581311793367095,False
OAZ3,222075_s_at,0.7486095547578488,-0.04185473995061706,0.8867392251738003,False
OBFC1,219100_at,0.8301213344843802,-0.039272499888122425,0.9252960680463931,False
OBP2A,220848_x_at,0.20018496463710925,-0.2782889888978257,0.47596260851565353,False
OBP2A /// OBP2B,220959_s_at,0.8979944064437387,0.02939817039316317,0.9568673182280906,False
OBSCN,220427_at,0.0473587901520794,-0.17313356563984694,0.22447829696041974,False
OBSL1,212776_s_at,0.02277364936951109,0.5445216702376889,0.14846009784748831,False
OCA2,206498_at,0.5366956574763286,0.09500568001655196,0.7642631221590638,False
OCEL1,205441_at,0.10204656442262008,-0.3586444115932288,0.33818195333611256,False
OCLM,208274_at,0.4400365357672331,-0.11806047753861115,0.6954679847259978,False
OCLN,209925_at,0.6909169281535743,-0.05402577176383794,0.854699489815472,False
OCM2,207944_at,0.5120328611120614,-0.11965285201037368,0.7466310814036665,False
OCRL,203446_s_at,0.4685751402979912,-0.1011735001590015,0.7174263403664323,False
ODAM,220133_at,0.026456506330677716,-0.4404860890908182,0.16178201156970523,False
ODC1,200790_at,0.5748770253050883,-0.09967102275609463,0.7886005937361844,False
ODF1,214485_at,0.15028910646772908,-0.1481099721032546,0.41521186066775023,False
ODF2,210415_s_at,0.43599211966492535,-0.07637925997395811,0.692262534024051,False
OFD1,203569_s_at,0.00028042782405011913,0.4374304745808679,0.007439015718224767,True
OGDH,201282_at,0.6475090423891416,-0.07080430755314548,0.8300345843916264,False
OGDHL,219277_s_at,0.6755800115597304,0.05857258304289825,0.8454425136238051,False
OGFOD1,221090_s_at,0.9709987355030145,-0.006485954278144135,0.9886724506955571,False
OGFOD2,219245_s_at,0.1436151971569495,0.25040826509039604,0.40636684946473095,False
OGFOD3,219254_at,0.012472121887656866,-0.3290911629401103,0.10372237750769754,False
OGFR,211513_s_at,0.3787283492580772,0.11715652734775972,0.647128579596483,False
OGFRL1,219582_at,0.8023632118661393,-0.04810795077771779,0.9125228117191437,False
OGG1,205760_s_at,0.014659530544281936,-0.3339790542340424,0.11514216394720987,False
OGN,218730_s_at,0.0025044678167408063,-0.8394820824315197,0.03678777611103189,True
OGT,209240_at,0.003827572769060324,0.3732333375404302,0.04921512060760023,True
OIP5,213599_at,0.7767870528128415,0.03740569190123999,0.9000699791679215,False
OLA1,219293_s_at,0.16317492755737298,0.17553894414141702,0.43146178438903604,False
OLAH,219975_x_at,0.9999226433397826,-1.2793534597932421e-05,0.9999226433397826,False
OLFM1,205591_at,0.1548262095985459,-0.26070042265520765,0.4209361186535381,False
OLFM4,212768_s_at,0.06308943032029143,0.4698179265279796,0.26093593047333097,False
OLFML1,217525_at,0.005023736857417461,-0.38816597419712906,0.05819914553434039,False
OLFML2A,213075_at,0.5351912186810275,0.10767358181027653,0.7633968662304472,False
OLFML2B,213125_at,0.7151361990823191,-0.057621540195244236,0.8669621470094029,False
OLFML3,218162_at,0.3615425802092018,-0.12556193385596082,0.6328498388212942,False
OLIG2,213825_at,0.25260714582188926,-0.13653592958558036,0.5363254922392392,False
OLR1,210004_at,0.3845436798332056,-0.11587244187275125,0.651235990792901,False
OMD,205908_s_at,0.039211443920186946,-0.4492097117842917,0.20324788276164607,False
OMP,221361_at,0.017379591964915182,-0.3498476682141316,0.1274331845193172,False
ONECUT1,210745_at,0.7412248248064648,-0.042240870282609144,0.8828689742977579,False
ONECUT2,207676_at,0.7338977593415175,0.056423673266559504,0.8791701398530742,False
OPA1,214306_at,0.18116536952782883,-0.17895470603867913,0.45334909619366465,False
OPA3,206357_at,0.8771475097999828,-0.026139675994989453,0.9477973989367189,False
OPCML,206215_at,0.011670887102272048,-0.34375484236349685,0.09998553529408997,False
OPHN1,206323_x_at,0.030299218932086012,-0.37753276536362,0.17591388625942486,False
OPLAH,222025_s_at,0.31838686731430116,-0.1906968509511584,0.5976869012393198,False
OPN1SW,208036_at,0.028920757990272754,-0.29269473085397557,0.1712118093244548,False
OPN3,219032_x_at,0.07677265019417794,0.29463321609965476,0.29153458832257445,False
OPRD1,207792_at,0.6943921117572651,-0.07963002919246875,0.8562439874464819,False
OPRK1,207553_at,0.08709239762685414,-0.33458774289885973,0.3107087374076641,False
OPRL1,206564_at,0.34090423661298574,0.12352201493563619,0.6165884013349968,False
OPRM1,207989_at,0.052758668620686844,-0.3288308852215929,0.23812465320534026,False
OPTN,202073_at,7.626482098167594e-05,-0.4713458473403911,0.0026587378113256633,True
OR10C1,221339_at,0.03955687468464286,-0.27690593109607065,0.2042748177515404,False
OR10H1,208558_at,0.5110521852879835,-0.08731520394551495,0.7462500553585933,False
OR10H2,208543_at,0.6759411094599806,-0.0503734649625498,0.8456316353090579,False
OR10H3,208520_at,0.3137806040126406,-0.19699750938165828,0.5933949927194831,False
OR10J1,221346_at,0.009420350319889017,-0.62835008404537,0.08710110629796139,False
OR11A1,221343_at,0.8699269491624474,0.023110223963659138,0.94406965412686,False
OR12D2,221344_at,0.004654359554747586,-0.44197623546670783,0.055759727934645405,False
OR12D3,221431_s_at,0.07207677723170905,-0.29309253355963527,0.28117766580080056,False
OR12D3 /// OR5V1,208098_at,0.5584059619117847,-0.12627061044012855,0.7775392144773042,False
OR1A1,221388_at,0.053047655356855836,-0.2765926267007668,0.2389933085962027,False
OR1A2,221445_at,0.6610506250105879,-0.06645552578144986,0.8373703323935786,False
OR1D2,221464_at,0.32770932148400567,-0.13031123040728332,0.6049997357604059,False
OR1D5,221341_s_at,0.048558219678916714,-0.3521416292789006,0.22737344937851167,False
OR1E1,214515_at,0.825199584746497,-0.05335536789653261,0.9233563625532525,False
OR1E1 /// OR1E2,208587_s_at,0.9943333669862895,-0.0009851863198226951,0.9980509196646616,False
OR1E3 /// OR1E3,217224_at,0.17725622949820402,-0.1453760519779781,0.4482481427087679,False
OR1F1,221402_at,0.1634401533518031,-0.147157598023977,0.4317954861343313,False
OR1F2P,217308_at,0.6949943622485212,0.07471936321949446,0.8564374852123912,False
OR1G1,221375_at,0.020490781020915703,-0.3638320306597187,0.14018376061142027,False
OR2A20P /// OR2A9P,222290_at,0.1560640490828249,-0.19642059496086794,0.4224972914241996,False
OR2B2,216408_at,0.9521183129254023,-0.007350606192126463,0.9795942546364733,False
OR2B6,216522_at,0.034530495646693554,-0.2894265797458111,0.18975167311843957,False
OR2C1,221460_at,0.8696705858493096,0.021659513760333482,0.9439293553083373,False
OR2F1,208526_at,0.012030792438963328,-0.4138334390524445,0.10180037118611475,False
OR2F1 /// OR2F2,208525_s_at,0.8711030773831188,0.02411532956391227,0.944563984103554,False
OR2F2,217302_at,0.3266933620468232,-0.1905222470796062,0.6038745903350776,False
OR2H1,216817_s_at,0.7390206598537769,0.047672743715143184,0.8818994045025007,False
OR2H2,217081_at,0.5537970606812361,-0.11096618631425237,0.7755693823549609,False
OR2J2,216818_s_at,0.10375687831899545,-0.2291884308011518,0.34085427090994774,False
OR2J3,217334_at,0.0722996121416967,-0.2694611996324108,0.281739769329557,False
OR2N1P /// OR2N1P,221382_at,0.6222011227434788,-0.09592716573269122,0.8169273629698759,False
OR2S2,221409_at,0.29165955204863403,-0.12049698416297971,0.5730073883177317,False
OR2W1,221451_s_at,0.16747735173370376,-0.19567484252041822,0.43678579455549166,False
OR3A1,221353_at,0.37942043864677155,-0.09158413428609968,0.6477647589921859,False
OR3A2,221386_at,0.00668889601840428,-0.30193046595419304,0.06958387954159784,False
OR3A3,221426_s_at,0.7895765389140545,0.040087767083546666,0.9067739017998184,False
OR51E2,221424_s_at,0.007802957834373421,-0.39597468659641777,0.07731138702683102,False
OR52A1,221329_at,0.9326367520956016,0.014829565315864102,0.9721452733251835,False
OR5I1,208521_at,0.32515001389534637,-0.15948441792842338,0.6028692824547288,False
OR6A2,221465_at,0.3577354853058997,0.20072125851281797,0.6299027909183219,False
OR7A10,217316_at,0.3871913178644638,-0.1304194894202455,0.6528176397006128,False
OR7A17,208509_s_at,0.8293653701187882,-0.025457888601046363,0.925036899962233,False
OR7A5,208285_at,0.523949564411888,-0.11582714132490324,0.7557721480962001,False
OR7C1,216690_at,0.5700158684744101,-0.07537665990117581,0.7849739569380929,False
OR7C2,208507_at,0.03835670870991871,-0.346857829684045,0.2007208554610095,False
OR7E111P /// OR7E111P,216476_at,0.0413951967084009,-0.319427445880347,0.20916916247878528,False
OR7E12P,216698_x_at,0.7697876457973025,0.05337148922758317,0.8968768201539102,False
OR7E14P,217551_at,0.005455989106310499,-0.4170550937141524,0.061432948588133834,False
OR7E156P,222327_x_at,0.00042858146385226376,-0.4325066129582682,0.010246867767188835,True
OR7E19P,216536_at,0.14846455318387428,-0.20575222723719033,0.4127008671069208,False
OR7E24,215463_at,0.279370393486011,-0.160970989454583,0.5626037485810016,False
OR7E2P,215770_at,0.7510543432342915,0.0635775525048361,0.8876219418363299,False
OR7E37P,217499_x_at,0.02083796777517907,-0.2287554357081074,0.1415230417320172,False
OR7E47P,222304_x_at,0.30463498938265554,0.22208366891696407,0.584331709427022,False
ORAI2,218811_at,0.031063239770712417,-0.3958220147705269,0.17807619547486103,False
ORAI3,221864_at,0.7920996357138644,-0.04071755951269829,0.9081571176561656,False
ORC1,205085_at,0.0051409033635196315,-0.40354337122933526,0.05920142100739429,False
ORC2,204853_at,0.1327691826739926,0.37591129659503153,0.39061205406978833,False
ORC3,210028_s_at,0.019868329368901615,-0.24615638327516542,0.1374944168046024,False
ORC4,203351_s_at,0.3218252569989099,0.2449763541552592,0.6001179381164027,False
ORC5,204957_at,0.1091641444091976,0.2545920150455334,0.3506752772450154,False
ORC6,219105_x_at,0.0023671726849731657,0.38568449500058044,0.035353692318536904,True
ORM1,205040_at,0.7105839892255147,-0.08140078416407093,0.8645341540765571,False
ORM1 /// ORM2,214465_at,0.0005651463271807512,-0.7104912181782765,0.012493209929135595,True
ORMDL2,218556_at,0.9067637369484647,0.014641529381981044,0.9617998616639757,False
OS9,215399_s_at,0.19636348017661626,-0.15210489294403118,0.4711429142510445,False
OSBP,201800_s_at,0.08011294212015005,-0.2693917839581239,0.2985188224478567,False
OSBP2,221237_s_at,0.8093503604972754,-0.03946928972208674,0.9153768187473753,False
OSBPL10,217017_at,0.3165801387033448,-0.25997997582228916,0.5957273861481214,False
OSBPL11,218304_s_at,0.051688861387880675,-0.33746259914458676,0.2355202409041596,False
OSBPL1A,209485_s_at,2.597326103188687e-07,-0.9924616853260257,2.2607897483341214e-05,True
OSBPL2,209222_s_at,0.024319874833671113,0.4453145830694938,0.15424585669080307,False
OSBPL3,209626_s_at,0.24273935488037277,-0.2290805571810477,0.524999435569987,False
OSBPL7,210344_at,0.1705491401904904,-0.14936819301931425,0.44079552488524876,False
OSBPL8,212585_at,0.3571003997483355,-0.14502846560231397,0.6293438612266362,False
OSBPL9,218047_at,0.532214164487538,0.15288891188527742,0.7609475617607382,False
OSER1,209020_at,0.3495195817141348,-0.1273567622010816,0.6233668032124271,False
OSGEP,209450_at,0.6112216334783922,0.07325824335500641,0.8103195894097461,False
OSGEPL1,220631_at,0.7584821445563251,0.03315664321141121,0.8908057569782635,False
OSGIN1,219475_at,0.21904686762966574,0.19792793304593026,0.49872497715253317,False
OSGIN2,204024_at,0.17411107584444382,-0.19467550741697437,0.4456371586310294,False
OSM,214637_at,0.8871510262787066,-0.02703776835310645,0.952096822162906,False
OSMR,205729_at,0.10612690071830588,-0.2403593917885356,0.34495049800918776,False
OSR2,213568_at,0.11121486025054717,-0.19112762544790307,0.35397810755077025,False
OSTF1,204479_at,0.5459481710937191,0.13544857679709033,0.7703497401520607,False
OSTM1,218196_at,0.027584321545681058,-0.3268290404044585,0.16625951771772005,False
OTC,207200_at,0.0245498218802414,-0.2463001047428648,0.15510169576337374,False
OTOF,220492_s_at,0.009062144180624692,-0.47766374605597584,0.0850238984323621,False
OTOR,221209_s_at,0.17634239325265258,-0.1711803326055552,0.44728941933396216,False
OTUB2,219369_s_at,0.3234563662603266,0.1810243257250903,0.6012250498509608,False
OTUD3,213216_at,0.00536660789429465,-0.5087074412089017,0.0609190645484298,False
OTUD4,203480_s_at,0.04135579043455244,0.23390268981055584,0.20916916247878528,False
OTUD7B,220031_at,0.24463318927713676,-0.13030514947686367,0.5269368155304435,False
OVGP1,205432_at,0.9519532366424482,-0.010480526269038393,0.9795148675703581,False
OVOL1,206604_at,0.0007299803746085813,-0.49773548551248403,0.01510320583788581,True
OVOL2,211778_s_at,0.07330233012940816,-0.17868319250429465,0.28416767958830935,False
OVOL3,216311_at,0.586945241299937,-0.09223262422890599,0.7969818937007744,False
OXA1L,208717_at,0.04198548772149708,-0.2267087561323926,0.21017251931832814,False
OXCT1,202780_at,0.002377376794601345,-0.6804525675558271,0.035423377150224415,True
OXCT2,220256_s_at,0.1882411028083888,-0.1622360967522951,0.46099313044063384,False
OXLD1,50374_at,0.45771432902533726,0.11809045479792779,0.7094142306233283,False
OXR1,218197_s_at,0.007910355112479438,-0.6928924423049736,0.07783915653744229,False
OXSM,219133_at,0.34643954626150864,-0.12272670746941294,0.6213524512425164,False
OXSR1,202696_at,0.07419884324985422,-0.3067325401184089,0.2861992079169987,False
OXT,207576_x_at,0.8779855342165721,-0.026568232672989467,0.9482890630094457,False
OXTR,206825_at,0.38680523316242943,0.17830252362068144,0.6526620541503417,False
P2RX1,210401_at,0.6328792712422011,0.1422147785889738,0.8223481719686261,False
P2RX2,221372_s_at,0.07978880250579597,-0.2023078730754131,0.2977708214003318,False
P2RX3,208338_at,0.34476922441147206,0.15714808499503619,0.620156008036877,False
P2RX4,204088_at,0.36788589385675297,-0.07761286502412723,0.6376768755132012,False
P2RX5,210448_s_at,0.763100429775217,-0.06019227134952576,0.8935669501074338,False
P2RX5 /// P2RX5-TAX1BP3 /// TAX1BP3,215464_s_at,0.9242222449976685,0.01692260516627364,0.9686707676171153,False
P2RX5-TAX1BP3 /// TAX1BP3,209154_at,0.13458474179593194,-0.2509973664256506,0.39320201933115917,False
P2RX6,206880_at,0.0012514836672631027,-0.4525215894380654,0.02241705028747887,True
P2RX7,207091_at,0.9697130692413126,0.006759728235956608,0.987936306108106,False
P2RY1,207455_at,0.0001434583774357247,-0.46926570376604104,0.00438502472482888,True
P2RY10,214615_at,0.6339013616358554,-0.07936534589998523,0.8227646808790637,False
P2RY11 /// PPAN-P2RY11,214546_s_at,0.24040820549158234,-0.2047880656452259,0.5221772144428238,False
P2RY13,220005_at,0.015443892021730162,-0.31609857560257204,0.11868630367339256,False
P2RY14,206637_at,7.812052867860769e-05,-0.9124530999473883,0.0027056651736844465,True
P2RY2,206277_at,0.20814223581001307,-0.1607205346210252,0.48508538529916967,False
P2RY4,221466_at,0.2529885433427668,-0.1597684569487665,0.536736523974757,False
P2RY6,208373_s_at,0.15828304478953836,-0.3281170820828887,0.42567779013624546,False
P4HA1,207543_s_at,0.26953182210997306,0.21430786411958103,0.5535463218503714,False
P4HB,200654_at,0.016456861074914043,0.8574834050926228,0.1236931365606421,False
P4HTM,222125_s_at,0.1474598021344887,-0.23448242153225785,0.41124490249847456,False
PA2G4,214794_at,0.10099514986593819,-0.1690727498060287,0.3363938601588491,False
PA2G4P2 /// PA2G4P2,216422_at,0.1129959538630854,-0.28341936740802964,0.35618741546627986,False
PAAF1,218957_s_at,0.41368039287536795,-0.23813055984445874,0.6727514373406673,False
PABPC1,215157_x_at,0.1602973062763154,0.20079528052631446,0.4282859563255559,False
PABPC1 /// RLIM,215823_x_at,0.5465221018418776,0.07073511306199798,0.7705192133089007,False
PABPC1P1 /// PABPC1P1,216668_at,0.09083744528334795,-0.21239022619212378,0.31830960736732855,False
PABPC3,208113_x_at,0.07840506738594175,0.21569520603154757,0.29476971765833304,False
PABPN1,213046_at,0.4273545700083632,-0.08716176759895156,0.6845320834009546,False
PACRG,215472_at,0.15146879987992137,-0.2689903092327963,0.4164317418537061,False
PACS1,220557_s_at,0.17278266121098607,-0.20398052603696026,0.4438656089672401,False
PACS2,212778_at,0.0069639347343605235,-0.37553532474712625,0.07177914083606063,False
PACSIN2,201651_s_at,0.13160947406276718,0.17866249262115375,0.38858538631782713,False
PACSIN3,218744_s_at,0.2872352523172146,0.09668427025875648,0.568844012095987,False
PADI1,220962_s_at,0.4254386974622817,-0.15098430615011615,0.6827548070257129,False
PADI2,209791_at,0.2735735017543075,0.15662348096236123,0.5573387109932126,False
PADI3,220779_at,0.057576643195199124,-0.2783810114360401,0.24919327259014007,False
PADI4,211412_at,0.21796737785896708,-0.14601035254734374,0.4972363397151708,False
PAEP,206859_s_at,0.025229841124779682,-0.30712601010661533,0.15771903314551802,False
PAF1,202093_s_at,0.8527191914011925,0.036484568118301475,0.9354383127588864,False
PAFAH1B1,200816_s_at,0.06281658625081189,-0.44980106713650336,0.2606595887200822,False
PAFAH1B2,210160_at,0.04329567664269573,-0.44036613143298986,0.21383959077231657,False
PAFAH1B3,203228_at,0.0007987841446558375,0.556041830913033,0.016122560774788068,True
PAFAH2,205232_s_at,0.31872820006503033,-0.11915018888280393,0.5978300069064875,False
PAGE1,206897_at,0.5109356071185701,0.11919655817580477,0.7462265277199382,False
PAGE4,205564_at,0.06970662068992192,-0.3614263444926724,0.27619005745274006,False
PAGR1,218300_at,0.8294225686706479,-0.0304975516511945,0.925036899962233,False
PAICS,201014_s_at,0.0026980852854761248,0.5854117454828387,0.03907271127479537,True
PAIP1,208051_s_at,5.38955551842311e-06,0.5916913876014664,0.0002886910231178417,True
PAIP2B,221868_at,0.6946443046733637,-0.06739610186337153,0.85628773748026,False
PAK1,209615_s_at,0.6633769071327811,-0.10194989047535064,0.8384587420101963,False
PAK1IP1,218886_at,0.9994668718175783,0.00010408449912180373,0.9995565865405995,False
PAK2,208875_s_at,0.1448755590304464,0.18662983911383968,0.407349588216744,False
PAK3,214607_at,0.8830588397047586,-0.018559477603892205,0.9502950403901117,False
PAK4,215326_at,0.04420229924379778,-0.2842478667643018,0.2162845485396456,False
PAK6,219461_at,0.7861727392749589,-0.04356593278969001,0.9046832859566158,False
PAK7,213990_s_at,0.24065792099182623,0.1665971753876132,0.5224140724267768,False
PALB2,219530_at,0.06898534940721229,0.3810430488250214,0.2745491232078785,False
PALLD,200907_s_at,0.016118971228194702,0.7160201551052863,0.12171434628189175,False
PALM,203859_s_at,0.19509524268710127,-0.21433816226826607,0.4703859871019993,False
PALMD,218736_s_at,8.740602722288764e-11,-1.8903785251467813,2.5627217165889545e-08,True
PAM,214620_x_at,0.042026741208855335,0.3228032904357505,0.2102091749398257,False
PAM16,218969_at,0.9773702805027704,-0.004207032463652283,0.9907381870408509,False
PAMR1,213661_at,0.271014343790611,-0.15876738927734735,0.5549324336347776,False
PAN2,203117_s_at,0.19085167516682472,0.2774020027497466,0.464755928702549,False
PANK2,218809_at,0.74076441685586,-0.036043049083220424,0.8825092761334008,False
PANK3,221751_at,0.00583266498003928,0.40525570624734364,0.06414254869408319,False
PANK4,218771_at,0.8484942198683314,0.03269201190298965,0.9330798352329877,False
PANX1,204715_at,0.08156172647020454,0.27836292409274854,0.30115053487862575,False
PAOX,221941_at,0.8408672421339715,-0.02493566222475785,0.9303042182302704,False
PAPD7,202466_at,0.5930985052330169,-0.060062127334370885,0.8002383960875661,False
PAPOLA,212718_at,0.05647778357918375,0.29967164608265406,0.2474083380579774,False
PAPOLB,208271_at,0.5654887524769712,-0.07716016923463798,0.7823823868501854,False
PAPOLG,219160_s_at,0.4061074149395607,-0.11450014743541015,0.6667127036836537,False
PAPPA,201981_at,0.09817565481513368,-0.25142662238539604,0.331358557840372,False
PAPPA2,213332_at,0.08274155604707696,-0.22787797964248213,0.3029014416874194,False
PAPSS1,209043_at,0.0016530216176182317,0.7289725968401548,0.027319285348125152,True
PAPSS2,203060_s_at,0.05487885732028455,-0.38774491486042706,0.24368116981301954,False
PAQR3,213372_at,0.5039596110257443,0.08741149343190813,0.7416890582997451,False
PAQR4,212858_at,0.5066753194813711,0.10973391753771189,0.7438559852420208,False
PAQR5,220333_at,0.5246269815917441,-0.06884534652065533,0.7560832942958484,False
PAQR6,219236_at,0.5038575608441771,0.10898594222691038,0.7416738028993789,False
PARD3,221280_s_at,0.06420702234795937,-0.2417700711845594,0.26338826932613746,False
PARD6A,205245_at,0.18857518384627941,-0.2031584631697143,0.46123084886447674,False
PARD6B,214827_at,0.5471822332980214,0.09597619232133336,0.7708706900537277,False
PARG,205060_at,0.10567377501292112,0.22693427031190438,0.34426024591503956,False
PARK2,207058_s_at,0.047841939028784405,-0.3567201361432506,0.22551635700966338,False
PARK7,200006_at,0.40594665142308284,-0.11781040896451778,0.6665961115446246,False
PARL,218271_s_at,0.05759421911929915,-0.26350053250498995,0.24919327259014007,False
PARM1,204687_at,0.008680450478897556,-0.3050899352289669,0.08273159881149454,False
PARN,203905_at,0.9268191113282216,-0.011318471254865514,0.9695560280284804,False
PARP1,208644_at,0.055246714880685326,0.2517016896352047,0.24445245188369957,False
PARP11,220315_at,0.1404780692851322,-0.2979168450293459,0.40117806972491044,False
PARP12,218543_s_at,0.07405964241091305,0.2288284961083935,0.28599822050395085,False
PARP16,219034_at,0.8374018622475595,-0.03671032103779659,0.9285172116548838,False
PARP2,214086_s_at,0.13468925563671436,0.3631074818940334,0.3934042054467042,False
PARP3,209940_at,0.06924268843221418,-0.22374905118134336,0.27513103180011206,False
PARP4,202239_at,0.24179472222643908,-0.14182510011122318,0.5239095034220425,False
PARP6,219639_x_at,0.10523003146997528,-0.16094457235158544,0.3433014510593134,False
PARP8,219033_at,0.28601804066180386,-0.12120108346654668,0.5679326323353213,False
PARPBP,220060_s_at,0.40903895469119034,0.1514076768420054,0.6692437128503602,False
PART1,205833_s_at,0.027174714033005313,-0.3877622570472212,0.16452420396543926,False
PARVA,213675_at,2.5215717120230296e-06,-0.6007331812912255,0.00015310131460220483,True
PARVB,37966_at,0.000932084070443286,-0.5664103990299747,0.018024387833859363,True
PASK,206594_at,0.22282031668855948,-0.23883764387226414,0.5037775432582895,False
PATZ1,209431_s_at,0.05665151063779015,0.3276615539959389,0.24766835619813182,False
PAWR,204005_s_at,5.908663406667734e-05,0.5512046426995116,0.0021339180987159988,True
PAX1,214401_at,0.486018471888476,-0.11880655981854371,0.7285046151682302,False
PAX2,206228_at,0.334662743326536,0.1618260093753996,0.6112031726534876,False
PAX3,216059_at,0.12880245616185082,-0.34285509137780323,0.38360132727272417,False
PAX4,207867_at,0.17473501349403156,-0.259233519523546,0.4459768866222138,False
PAX5,206802_at,0.0010873013193181563,-0.42115261600339604,0.02010650232229583,True
PAX6,205646_s_at,0.4360890164056581,0.12844769525103938,0.6922711774143594,False
PAX7,208060_at,0.09731489578589334,-0.21084353749389972,0.329989056700944,False
PAX8,209552_at,0.0009342623501372151,-0.5827005312234528,0.018024387833859363,True
PAX9,207059_at,0.414713439316696,-0.11939535178389349,0.6736939249321234,False
PAXBP1,221158_at,0.25044748216133195,-0.14127661882228715,0.5341916593951404,False
PAXIP1,212825_at,0.36520914510541047,0.11698170151194986,0.6357461153011951,False
PBK,219148_at,0.00046714166379168494,0.5760585284836832,0.010912183224876219,True
PBLD,219543_at,0.0009480840678998487,-0.38684619820945265,0.01820880306609378,True
PBOV1,208329_at,0.17361673926550725,-0.27077862225097693,0.44509752321780005,False
PBRM1,220355_s_at,0.08516987848700679,-0.1914069169061552,0.30694075391826886,False
PBX1,205253_at,0.07969806395629842,-0.24029711732851045,0.29767039898107817,False
PBX2,202876_s_at,0.31303565099931335,-0.13364293981996767,0.5926400519301358,False
PBX3,204082_at,0.7848374555511162,0.057794675999735645,0.9037534505733824,False
PBXIP1,212259_s_at,0.002041456348056521,-0.4464085262098907,0.031660900718097795,True
PC,204476_s_at,3.5725083635172614e-05,-0.5370427474143638,0.0014015176736664637,True
PCBD1,203557_s_at,0.2861051490837476,-0.21362657587980394,0.5680050408455725,False
PCBP1,208620_at,0.021703400912031393,-0.28179108548317267,0.1444867386140565,False
PCBP2,213263_s_at,0.032059505097247136,-0.25045064444369913,0.1814073011889177,False
PCBP3,205663_at,0.8019610587406217,-0.03743183733373989,0.9124035988366309,False
PCBP4,209361_s_at,0.0845643386972956,-0.26781519882317184,0.3062064993291758,False
PCCA,203860_at,0.0016570885378573439,-0.41863279128272346,0.027331535077035674,True
PCCB,212694_s_at,0.19247290394593786,-0.3206200619039361,0.46683800376658097,False
PCDH1,203918_at,0.00017187916646414813,-0.6030116866288937,0.0050130673642939955,True
PCDH11X,208366_at,0.9190744394422508,0.014922440780917867,0.9665249570768197,False
PCDH11X /// PCDH11Y,210292_s_at,0.022526021484960877,-0.25127484694405844,0.1475014213192428,False
PCDH12,219656_at,0.5739473849934686,0.09667385751902913,0.788244658231708,False
PCDH17,205656_at,0.010260867979077281,-0.31697901014012153,0.0916771937360782,False
PCDH7,210273_at,0.24376009766406734,-0.1607820013533825,0.5258186114470873,False
PCDH8,206935_at,0.09710456439198226,-0.43426243432428535,0.32964366367253817,False
PCDH9,219738_s_at,2.2527989767732987e-13,-1.8905863405542922,2.2817781636108824e-10,True
PCDHA1 /// PCDHA10 /// PCDHA11 /// PCDHA12 /// PCDHA13 /// PCDHA2 /// PCDHA3 /// PCDHA4 /// PCDHA5 /// PCDHA6 /// PCDHA7 /// PCDHA8 /// PCDHA9 /// PCDHAC1 /// PCDHAC2,210674_s_at,0.8685791721583331,-0.03409401633263265,0.943723021247026,False
PCDHA10,211867_s_at,0.07355216786267801,0.3988387807285605,0.2847893929598704,False
PCDHA2,211365_s_at,0.14886361866506886,-0.20091611448004176,0.4132605009834166,False
PCDHA2 /// PCDHA3,211870_s_at,0.15170281857902393,-0.20129564393098676,0.41651595560018545,False
PCDHA5,211838_x_at,0.1118728510769512,0.3480130818088174,0.35445225942666053,False
PCDHA5 /// PCDHA6,211811_s_at,0.004267837264083156,-0.5141528547257916,0.052863156540044025,False
PCDHA9,208205_at,0.7880450789046032,-0.04616666724228935,0.9056686004039028,False
PCDHB1,221303_at,0.8471076805380119,-0.04395978832019054,0.9326608979965733,False
PCDHB11,208504_x_at,0.11018530034099905,-0.16339636231391186,0.3523695058721686,False
PCDHB12,221408_x_at,0.7413911518100655,-0.0469491340335324,0.8829963290362225,False
PCDHB13,221450_x_at,0.1539188665661743,-0.1270274714742472,0.41969825057440796,False
PCDHB17,216313_at,0.38643568427637487,-0.16816838093839337,0.6523444206613985,False
PCDHB3,221410_x_at,0.04878310677843324,-0.2029032582857475,0.22779420962779295,False
